J7X	45.261600	-74.207800
J7Y	45.814000	-74.017600
J7Z	45.795000	-74.001700
J8A	45.926100	-74.024400
J8B	45.945400	-74.132700
J8C	46.046900	-74.290100
J8E	46.156000	-74.562700
J8G	45.606800	-74.438700
J8H	45.648400	-74.340600
J8L	45.599000	-75.420600
J8M	45.555500	-75.435200
J8N	45.688000	-75.783700
J8P	45.495000	-75.588300
J8R	45.491400	-75.605700
J8T	45.497900	-75.704300
J8V	45.488000	-75.747400
J8X	45.446500	-75.715600
J8Y	45.460300	-75.760600
J8Z	45.465900	-75.755800
J9A	45.420600	-75.753800
J9B	45.403900	-75.826000
J9E	46.374100	-75.982300
J9H	45.395800	-75.825900
J9J	45.420200	-75.774800
J9L	46.544200	-75.497200
J9P	48.106800	-77.783300
J9T	48.583700	-78.100200
J9V	47.328800	-79.441000
J9X	48.250000	-79.025300
J9Y	48.805400	-79.199100
J9Z	48.813100	-79.202600
